symbol,cagr,avg_fcf_margin,wacc_7_tgr_1,wacc_7_tgr_2,wacc_7_tgr_3,wacc_7_tgr_4,wacc_7_tgr_5,wacc_8_tgr_1,wacc_8_tgr_2,wacc_8_tgr_3,wacc_8_tgr_4,wacc_8_tgr_5,wacc_9_tgr_1,wacc_9_tgr_2,wacc_9_tgr_3,wacc_9_tgr_4,wacc_9_tgr_5,wacc_10_tgr_1,wacc_10_tgr_2,wacc_10_tgr_3,wacc_10_tgr_4,wacc_10_tgr_5,wacc_11_tgr_1,wacc_11_tgr_2,wacc_11_tgr_3,wacc_11_tgr_4,wacc_11_tgr_5,wacc_12_tgr_1,wacc_12_tgr_2,wacc_12_tgr_3,wacc_12_tgr_4,wacc_12_tgr_5,wacc_13_tgr_1,wacc_13_tgr_2,wacc_13_tgr_3,wacc_13_tgr_4,wacc_13_tgr_5
VTRS,-4.2,14.16,12.67,16.24,21.59,30.51,48.35,9.45,11.9,15.34,20.5,29.09,7.03,8.8,11.17,14.48,19.45,5.15,6.48,8.19,10.47,13.66,3.64,4.66,5.95,7.6,9.8,2.4,3.21,4.2,5.44,7.03,1.37,2.02,2.8,3.76,4.95
VICI,15.49,40.0,30.12,37.9,49.56,69.0,107.87,23.18,28.53,36.02,47.26,65.99,17.98,21.85,27.01,34.23,45.06,13.95,16.85,20.58,25.55,32.51,10.73,12.97,15.77,19.37,24.16,8.11,9.88,12.03,14.73,18.2,5.93,7.35,9.05,11.14,13.74
V,10.92,40.0,241.98,283.14,344.88,447.79,653.6,205.15,233.47,273.13,332.62,431.77,177.57,198.04,225.35,263.57,320.91,156.15,171.51,191.25,217.58,254.43,139.06,150.9,165.71,184.75,210.14,125.1,134.45,145.88,160.17,178.54,113.49,121.01,130.03,141.06,154.85
VST,8.92,10.37,71.97,93.23,125.12,178.26,284.56,52.92,67.56,88.04,118.76,169.97,38.66,49.24,63.34,83.08,112.69,27.59,35.52,45.71,59.31,78.34,18.74,24.86,32.51,42.34,55.45,11.51,16.34,22.25,29.62,39.11,5.5,9.38,14.05,19.74,26.86
VMC,2.77,10.26,75.3,93.6,121.05,166.8,258.3,58.85,71.44,89.08,115.53,159.61,46.52,55.62,67.76,84.76,110.25,36.93,43.76,52.54,64.24,80.62,29.26,34.53,41.12,49.58,60.87,22.99,27.15,32.23,38.58,46.75,17.77,21.11,25.13,30.03,36.16
WRB,9.28,23.9,226.8,264.04,319.91,413.03,599.25,193.45,219.08,254.96,308.79,398.5,168.47,187.0,211.7,246.29,298.16,149.07,162.96,180.82,204.64,237.99,133.57,144.29,157.69,174.92,197.89,120.92,129.38,139.72,152.65,169.27,110.39,117.2,125.36,135.34,147.82
GWW,5.62,8.32,606.28,711.9,870.32,1134.37,1662.46,511.52,584.2,685.96,838.6,1093.0,440.5,493.04,563.1,661.17,808.29,385.32,424.72,475.37,542.91,637.47,341.21,371.61,409.61,458.47,523.61,305.16,329.16,358.49,395.15,442.28,275.15,294.45,317.61,345.91,381.29
WAB,10.12,12.55,167.93,201.95,252.98,338.04,508.14,137.48,160.89,193.67,242.84,324.78,114.68,131.6,154.17,185.76,233.14,96.97,109.66,125.98,147.73,178.19,82.83,92.62,104.86,120.6,141.58,71.28,79.01,88.45,100.26,115.44,61.67,67.89,75.35,84.47,95.86
WMT,5.27,2.06,29.32,35.39,44.5,59.68,90.05,23.87,28.05,33.9,42.67,57.3,19.78,22.8,26.83,32.47,40.93,16.61,18.87,21.79,25.67,31.11,14.07,15.82,18.0,20.81,24.56,12.0,13.38,15.06,17.17,19.88,10.27,11.38,12.71,14.34,16.37
DIS,4.51,6.71,47.6,59.17,76.52,105.44,163.27,37.22,45.18,56.32,73.04,100.9,29.43,35.19,42.86,53.6,69.71,23.38,27.7,33.24,40.64,51.0,18.55,21.87,26.04,31.39,38.52,14.59,17.22,20.43,24.45,29.61,11.3,13.41,15.95,19.05,22.92
WBD,3.32,11.06,19.04,23.97,31.36,43.68,68.31,14.61,18.0,22.75,29.87,41.74,11.29,13.74,17.01,21.59,28.45,8.71,10.55,12.91,16.07,20.48,6.65,8.07,9.84,12.12,15.16,4.96,6.08,7.45,9.16,11.36,3.56,4.46,5.54,6.86,8.51
WM,8.56,9.95,88.98,112.91,148.82,208.67,328.36,67.53,84.01,107.07,141.67,199.32,51.47,63.38,79.26,101.48,134.83,38.99,47.92,59.4,74.71,96.14,29.03,35.92,44.53,55.6,70.37,20.89,26.33,32.97,41.28,51.96,14.11,18.49,23.74,30.15,38.17
WAT,2.12,16.84,43.68,59.01,82.02,120.36,197.03,29.89,40.45,55.22,77.38,114.32,19.55,27.18,37.35,51.59,72.95,11.51,17.23,24.59,34.4,48.13,5.08,9.5,15.01,22.11,31.57,,3.31,7.57,12.89,19.73,,,1.61,5.72,10.85
WEC,0.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFC,4.02,16.55,84.37,98.39,119.42,154.48,224.58,71.78,81.43,94.94,115.2,148.97,62.34,69.31,78.61,91.63,111.16,55.0,60.23,66.96,75.92,88.48,49.14,53.17,58.22,64.7,73.35,44.34,47.53,51.42,56.29,62.54,40.35,42.91,45.98,49.74,54.44
WELL,22.69,25.28,135.12,162.12,202.63,270.13,405.14,111.07,129.66,155.67,194.7,259.74,93.09,106.53,124.44,149.51,187.12,79.15,89.23,102.18,119.45,143.62,68.04,75.81,85.53,98.02,114.67,58.98,65.12,72.62,81.99,94.04,51.47,56.4,62.32,69.56,78.6
WST,2.12,13.52,106.86,123.47,148.39,189.92,272.98,91.93,103.36,119.36,143.37,183.38,80.73,88.99,100.01,115.43,138.57,72.02,78.21,86.18,96.8,111.68,65.05,69.83,75.81,83.49,93.74,59.35,63.13,67.74,73.51,80.92,54.61,57.64,61.29,65.74,71.3
WDC,-10.0,1.0,7.19,7.61,8.23,9.27,11.34,6.82,7.1,7.5,8.1,9.1,6.53,6.74,7.02,7.4,7.98,6.31,6.47,6.67,6.93,7.3,6.14,6.26,6.4,6.6,6.85,5.99,6.08,6.2,6.34,6.53,5.87,5.94,6.04,6.15,6.29
WY,-10.0,8.07,0.71,1.87,3.61,6.51,12.32,,0.45,1.57,3.25,6.04,,,0.21,1.29,2.9,,,,,1.01,,,,,,,,,,,,,,,
WSM,-3.45,13.9,119.83,139.48,168.97,218.11,316.39,102.08,115.61,134.55,162.96,210.3,88.76,98.54,111.58,129.83,157.21,78.39,85.73,95.16,107.73,125.32,70.09,75.75,82.82,91.91,104.04,63.29,67.75,73.21,80.03,88.81,57.61,61.2,65.51,70.78,77.37
WMB,2.91,21.01,13.59,19.62,28.66,43.72,73.85,8.17,12.32,18.13,26.84,41.35,4.11,7.11,11.11,16.71,25.1,0.96,3.21,6.1,9.95,15.34,,0.17,2.34,5.12,8.84,,,,1.5,4.19,,,,,0.7
WTW,3.07,11.79,170.01,205.87,259.65,349.3,528.59,137.79,162.46,197.01,248.84,335.21,113.63,131.47,155.25,188.55,238.5,94.85,108.23,125.42,148.36,180.46,79.83,90.15,103.05,119.64,141.76,67.55,75.7,85.65,98.1,114.1,57.32,63.87,71.74,81.34,93.36
WDAY,15.4,25.51,376.95,440.04,534.68,692.4,1007.84,320.62,364.03,424.82,515.99,667.95,278.46,309.84,351.69,410.27,498.15,245.74,269.28,299.54,339.88,396.36,219.64,237.8,260.5,289.68,328.59,198.34,212.68,230.19,252.09,280.25,180.65,192.17,206.01,222.91,244.04
WYNN,23.86,6.43,89.88,122.66,171.83,253.78,417.68,60.7,83.26,114.84,162.21,241.17,38.88,55.19,76.93,107.37,153.03,21.97,34.2,49.92,70.88,100.23,8.49,17.92,29.72,44.88,65.1,,4.95,14.05,25.43,40.06,,,1.56,10.35,21.33
XEL,-1.42,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XYL,17.84,8.95,110.38,130.03,159.5,208.61,306.85,92.85,106.37,125.3,153.7,201.02,79.74,89.51,102.54,120.79,148.15,69.57,76.89,86.32,98.88,116.47,61.45,67.11,74.18,83.26,95.38,54.83,59.3,64.75,71.57,80.34,49.34,52.93,57.24,62.5,69.08
YUM,6.28,18.58,72.08,91.17,119.82,167.56,263.05,54.95,68.09,86.49,114.09,160.09,42.12,51.62,64.28,82.02,108.62,32.14,39.27,48.43,60.64,77.74,24.17,29.67,36.54,45.38,57.15,17.66,22.0,27.3,33.93,42.45,12.24,15.73,19.92,25.04,31.43
ZBRA,-2.27,9.93,106.12,131.61,169.86,233.6,361.08,83.12,100.67,125.23,162.08,223.5,65.87,78.55,95.46,119.14,154.65,52.44,61.95,74.18,90.48,113.31,41.68,49.02,58.19,69.99,85.71,32.88,38.67,45.75,54.6,65.98,25.53,30.19,35.78,42.61,51.15
ZBH,5.85,15.89,103.85,126.7,160.97,218.1,332.36,83.34,99.07,121.09,154.11,209.16,67.98,79.35,94.51,115.73,147.56,56.05,64.57,75.53,90.14,110.6,46.5,53.08,61.3,71.87,85.97,38.71,43.9,50.24,58.18,68.37,32.22,36.39,41.4,47.53,55.18
ZTS,5.42,21.08,79.73,95.49,119.14,158.55,237.37,65.58,76.43,91.62,114.4,152.37,54.98,62.82,73.28,87.92,109.88,46.74,52.62,60.19,70.27,84.38,40.16,44.7,50.37,57.66,67.38,34.78,38.36,42.74,48.21,55.24,30.3,33.18,36.63,40.86,46.14
